adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
,,,,,,,,,,,,,,2004-03-19,102356381,101,en;it,Released,"When the undead rise, civilization will fall.",Dawn of the Dead,False,6.8,1039,refugee;mass murder;habor;car journey;department store;blackout;bus ride;pregnancy and birth;dying and death;bite;to shoot dead;lorry;munition;basement garage;guard;zombie;dog;car;duringcreditsstinger
,,,,,,,,,,,,,,2003-05-19,16680836,178,en,Released,A quiet little town not far from here.,Dogville,False,7.6,619,rape;bondage;refugee;mountain;village life;blackmail;american dream;bank robber;mountain village;exploitation;rocky mountains;woman martyr;physical work;wanted poster;forced labour;last judgment;slavery;recession;friendship;police;hoodlum
,,,,,,,,,,,,,,1978-09-02,55000000,127,en,Released,"When there's no more room in hell, the dead will walk the earth.",Dawn of the Dead,False,7.4,597,helicopter;news broadcast;materialism;machete;bite;chaos;martial law;state of emergency;rock gang;infection;army;biker;truck;gore;zombie;motorcycle gang;violence;store;mall;pittsburgh
,,,,,,,,,,,,,,1983-05-01,0,120,it;ru,Released,,Nostalgia,False,7.5,77,italy;water;crisis;madness;immolation;dreams;memories
,,,,,,,,,,,,,,2002-02-12,0,111,de,Released,,Grill Point,False,6.9,7,adultery;wife husband relationship;radio station;skyscraper;eastern germany;frankfurt/oder;marriage crisis;friendship;secret love;conflict;relationship;extramarital affair
,,,,,,,,,,,,,,2004-05-26,544272402,124,en;ja;fr;ar;es,Released,Where will you be?,The Day After Tomorrow,False,6.2,2462,saving the world;library;cataclysm;climate change;greenhouse effect;tornado;twister;hurricane;hail;temperature drop;ice age;polar zone;meteorology;gulfstream;barrier ice;ice melting;third world;exodus;evacuation;climate;government;snow;los angeles;scientist;doomsday;antarctic;disaster movie
,,,,,,,,,,,,,,2004-06-17,219417255,128,bg;en;fr;ru;es,Released,Life is waiting.,The Terminal,False,7.1,1974,new york;airport;marriage proposal;translation;craftsman;stewardess;illegal immigration;language barrier;jfk international airport;immigration law;fast food restaurant;security camera;jazz musician;saxophonist;autograph;passport;eastern europe;friendship
,,,,,,,,,,,,,,2004-04-07,62172050,109,en;fr;th,Released,"Two infant tiger cubs, separated from their parents and each other.",Two Brothers,False,6.9,185,brother brother relationship;loss of brother;cambodia;chase;tiger;governor;royalty;travelling circus;archaeologist
,,,,,,,,,,,,,,2004-06-25,119114517,122,ar;en,Released,Controversy... what controversy?,Fahrenheit 9/11,False,6.9,403,skab under tv;Øverste hylde;foran
,,,,,,,,,,,,,,2004-07-23,288500217,108,en;ru;de;it,Released,They should have left him alone.,The Bourne Supremacy,False,7.2,2873,berlin;assassin;based on novel;amnesia;sniper;lie;sequel;suspense;on the run;shootout;espionage;violence;foot chase;car chase;exploding house;though guy;one against many;rail car;dark past;moscow;hand to hand combat
,,,,,,,,,,,,,,2004-01-28,0,88,fr,Released,,Anatomy of Hell,False,5.2,29,gay;sex;women's sexual identity;nightclub;blow job;man-woman relation;menstruation;homosexuality;unsimulated sex;woman director
,,,,,,,,,,,,,,2004-02-06,16756372,126,qu;es,Released,Before he changed the world the world changed him.,The Motorcycle Diaries,False,7.2,295,brazilian;revolution;communist;asthma;peru;chile;cuban revolution;che guevara;argentina;motorcycle;guajira peninsula;leper colony;biochemist
,,,,,,,,,,,,,,2004-12-09,362744280,125,fr;it;nl;zh;en,Released,Twelve is the new eleven.,Ocean's Twelve,False,6.4,2169,sequel;fabergé egg;dutch eastindian company;second;part;golden egg;goon
,,,,,,,,,,,,,,1961-01-01,0,87,en,Released,Who is the blonde in the box?,Murder She Said,False,7.0,31,poison;country estate;amateur detective;detective inspector;golf;false identity;employment agency;miss marple;murder mystery
,,,,,,,,,,,,,,1963-12-25,0,134,en,Released,He ordered a martini...kissed a girl...and was plunged into a nightmare of danger.,The Prize,False,6.4,17,nobel prize;nobel prize laureate;doppelganger
,,,,,,,,,,,,,,1975-11-19,0,95,fr,Released,,"Cousin, Cousine",False,7.3,4,female nudity;cousin;friendship;wedding
,,,,,,,,,,,,,,1983-11-11,6472990,103,en,Released,,Star 80,False,6.1,19,violent husband;biography;playboy;fame;vancouver;centerfold;hugh hefner
,,,,,,,,,,,,,,1999-08-26,0,110,de,Released,,"Bang, Boom, Bang",False,7.5,52,prison;pornography;airport;ford taunus;mercedes benz;mallorca;thumb;vault;drug
,,,,,,,,,,,,,,2000-11-18,0,48,en;ja,Released,,Blood: The Last Vampire,False,6.6,76,military base;victim of murder;jeep;anime
,,,,,,,,,,,,,,2004-01-28,0,90,en;de,Released,,Muxmäuschenstill,False,7.1,7,berlin;idealism;murder;arrogance;vigilantism
,,,,,,,,,,,,,,2004-12-15,216763646,132,en;ga,Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,False,7.7,2519,transporter;suicide attempt;strong woman;boxer;dying and death;stroke of fate;training;advancement;sport;female protagonist;boxing trainer;determination
,,,,,,,,,,,,,,2004-09-02,0,98,de,Released,,Summer Storm,False,6.7,60,holiday;gay;male nudity;competition;sexual identity;sex;lovesickness;heterosexual;coming out;row;lake;camping;tent;summer camp;friendship;sport;crush;teenage crush;summer;youth;lgbt
,,,,,,,,,,,,,,1997-02-20,0,87,de,Released,,Knockin' on Heaven's Door,False,7.6,135,ocean;car race;brain tumor;money delivery;dying and death;friendship;police;road movie
,,,,,,,,,,,,,,2005-05-25,532680671,86,en;fr;pt;es;th,Released,Someone's got a zoo loose.,Madagascar,False,6.6,3322,lion;hippopotamus;giraffe;penguin;zebra
,,,,,,,,,,,,,,2003-12-24,0,126,fr,Released,,Who Killed Bambi?,False,6.0,10,nurse;suspicion of murder;surgeon;hospital;killer
,,,,,,,,,,,,,,1967-12-19,0,110,en,Released,The Brute in Everyman Was Also in Him - And the Love and the Violence,Will Penny,False,6.4,20,bath;horse;cabin;stetson;beef;shootout;bullet wound;cowboy;cattle ranch
,,,,,,,,,,,,,,2005-03-30,0,93,fr,Released,,Cockles and Muscles,False,5.1,7,holiday;france;male nudity;portugal;father son relationship;sexual identity;sex;sea;lovesickness;aids;sunrise;jealousy;infidelity;new love;eroticism;sun;coming out;virtue;plumber;shower;mobile phone;dutch;mistral;breakfast;quickie;cruising;longing;friendship;crush;motorcycle;youth;gay sex;masturbation;lgbt
,,,,,,,,,,,,,,2005-05-19,0,123,en,Released,,Don't Come Knocking,False,6.4,23,
,,,,,,,,,,,,,,2005-11-04,96889998,125,en;es;ar;la,Released,Welcome to the suck.,Jarhead,False,6.6,776,sniper;marine corps;saudi arabia;petrol;golf war;u.s. marine
,,,,,,,,,,,,,,2005-11-23,94000000,128,ar;en;fa;ur;fr;zh,Released,Everything is connected.,Syriana,False,6.3,455,anti terror;bomb;assassination;middle east;lebanon;cia;capitalism;globalization;loss of son;persia;war against terror;energy policy;petrol
,,,,,,,,,,,,,,2004-09-03,0,96,zu,Released,,Yesterday,False,8.3,6,aids;mine;south africa;dying and death;johannesburg;infection;kral;independent film;school
,,,,,,,,,,,,,,2005-01-06,80578934,94,en,Released,Welcome To Your Worst Nightmare,Hostel,False,5.7,913,bathroom;sex;amsterdam;europe;brothel;slovakia;backpacker;horror;gore;blood;torture;business card;doberman;hostel;surgery;elite club;fingers
,,,,,,,,,,,,,,2006-01-26,0,87,en;cy,Released,One of the living for one of the dead.,The Dark,False,5.6,76,suicide;paradise;child abuse;sea;adolescence;wales;secret;underworld;shepherd;loss of child;sheep;single;mother daughter relationship;sect
,,,,,,,,,,,,,,2005-09-12,11718595,100,en;de,Released,,Dave Chappelle's Block Party,False,6.5,29,black people;hip-hop;block party;megaphone;classroom;brass band;stage
,,,,,,,,,,,,,,2005-02-01,2455831,93,en,Released,There goes the bride.,Imagine Me & You,False,7.0,181,london england;flower shop;homosexuality;lesbian;lgbt
,,,,,,,,,,,,,,2006-02-24,56308881,110,en,Released,Wrong Time. Wrong Place. Wrong Number.,Lucky Number Slevin,False,7.4,1356,assassination;assassin;identity;sniper;mistake in person;jew;gangster boss;gambling debts;boss;murder;sniper rifle;fbi agent;horse racing;gambler;slevin;caso;hoodlum;black men
,,,,,,,,,,,,,,2006-04-21,97607453,125,en,Released,We've been expecting you.,Silent Hill,False,6.3,1093,monster;mother role;burning of witches;fog;suffering;darkness;sadism;supernatural;revenge;surrealism;gore;survival;good vs evil;blood;another dimension;torture;creature;violence;demon;witch burning;based on video game;dismemberment;religious fanatic;ghost town;sleepwalking
,,,,,,,,,,,,,,2006-06-08,461983149,117,en;it;ja;yi,Released,Ahhh... it's got that new movie smell.,Cars,False,6.6,3991,car race;car journey;auto;route 66;wrecker;porsche;retirement;media;friendship;sport;rural setting;anthropomorphism;los angeles;road movie;aftercreditsstinger;duringcreditsstinger
,,,,,,,,,,,,,,2006-06-30,326551094,109,en;fr,Released,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,The Devil Wears Prada,False,7.0,3198,paris;journalist;journalism;world of fasion;fashion journal;assistant;job entrant;job interview;editor-in-chief
,,,,,,,,,,,,,,2006-06-20,1065659812,151,en;tr;el;zh,Released,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,False,7.0,5380,witch;fortune teller;bondage;exotic island;monster;captain;card game;east india trading company;compass;ship;daughter;pirate;swashbuckler;aftercreditsstinger
,,,,,,,,,,,,,,2005-09-09,0,105,de,Released,,Summer in Berlin,False,6.7,12,berlin;women;alcohol;rape;lovesickness;depression;daily life;balcony;old people's nurse;pharmacist;wodka;friendship;single;extramarital affair;unemployment
,,,,,,,,,,,,,,2006-02-11,9524340,105,en;fr;es,Released,Close your eyes. Open your heart.,The Science of Sleep,False,6.8,253,paris;date;mexico;sex;jealousy;dream;subconsciousness;magic;nudity;nightmare;cloud;love;travel;escape;art;imagination;insecure
,,,,,,,,,,,,,,2006-12-20,155721132,102,en;es,Released,It ain't over 'til it's over.,Rocky Balboa,False,6.5,858,philadelphia;transporter;fight;love of one's life;publicity;boxer;grave;tombstone;tv station;boxing match;comeback;training;restaurant owner;world champion;challenger;virtual fight;defeat;victory;cancer;over-the-hill fighter
,,,,,,,,,,,,,,2006-12-11,59908565,167,en;ru;es;de;ln,Released,The untold story of the most powerful covert agency in the world.,The Good Shepherd,False,6.3,342,london england;berlin;usa;spy;cia;cuba;wife husband relationship;mentor;return;cold war;kongo;leaving one's family;kgb;childhood memory;wife;invasion;bay of pigs;family;child
,,,,,,,,,,,,,,2006-12-25,49469904,92,en;fr,Released,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,Notes on a Scandal,False,6.9,239,sex;adultery;based on novel;cat;infidelity;secret;obsession;blackmail;nudity;seduction;studio;friendship;stalker;love;loneliness;teacher;conservative;student;teenager;relationship;art;female stalker;extramarital affair;journal;sitting on a toilet
,,,,,,,,,,,,,,2007-02-16,137587063,96,en,Released,"Close your eyes, but keep your mind wide open.",Bridge to Terabithia,False,7.0,1146,brother sister relationship;friendship;bullying;neighbor;school;drawing;based on children's book;school bus;imagination;creek;clubhouse;reality vs fantasy;outsider;fantasy world;overflowing with imagination
,,,,,,,,,,,,,,2006-04-30,0,108,en,Released,,Lonely Hearts,False,6.0,88,nurse;women;detective;sister sister relationship;eroticism;seduction;longing;undercover agent;victim of murder;greed;lonely hearts ad;observer;femme fatale;loneliness
,,,,,,,,,,,,,,2007-02-16,228738393,114,en,Released,Hell Is About To Be Unleashed,Ghost Rider,False,5.2,1754,religion and supernatural;dying and death;devil's son;ghost world;stunts;flame;based on comic;demon
,,,,,,,,,,,,,,2007-03-23,22222308,124,en,Released,Let in the unexpected.,Reign Over Me,False,7.1,340,confidence;trauma;leaving one's family;childhood memory;airplane;war on terror;music;loss of daughter;alone;cowardliness;family
,,,,,,,,,,,,,,2007-02-08,0,140,fr,Released,The Extraordinary Story of Edith Piaf,La Vie en Rose,False,7.3,433,musical;song;biography;performer;audience;blindness;cat call;national anthem
,,,,,,,,,,,,,,2004-09-24,28000000,100,fi;sv,Released,,Popular Music,False,6.0,17,transvestism;himalaya;father son relationship;child abuse;music record;alcohol;rock and roll;pop;grandfather grandson relationship;sweden;1970s;becoming an adult;wodka;province;bogey;music teacher;sauna;fab four;boredom;friendship;wedding;music band;xenophobia;finland
,,,,,,,,,,,,,,2007-07-04,69307224,91,en,Released,First came love... then came Reverend Frank.,License to Wed,False,5.3,258,new love;ten commandments;bride;bridegroom;marriage;relation;partnership;civil registry office;priest;wedding;church
,,,,,,,,,,,,,,1972-12-22,0,106,it,Released,,All the Way Boys,False,6.5,71,airplane;fistfight;thin;diamond;opal
,,,,,,,,,,,,,,2005-09-02,0,113,es,Released,,Princesses,False,6.9,24,female nudity;women;prostitute;sex;aids;madrid;depression;solidarity;immigration;empowerment;strong woman;future;blow job;hope;red-light disctrict;stay permit;punter;female friendship;friendship;fellatio;single;unsimulated sex;illegal immigrant;racism;sadist;hiv positive;madrid spain;off screen rape
,,,,,,,,,,,,,,2005-07-27,0,93,mn,Released,,The Cave of the Yellow Dog,False,7.3,22,tradition;shepherd;daily life;mythology;family's daily life;vagabund;mongolia;dog;family;woman director
,,,,,,,,,,,,,,1994-04-03,0,175,de;en,Released,,Abraham,False,4.0,1,bible;biography
,,,,,,,,,,,,,,2007-05-25,54926886,117,en;ru,Released,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,We Own the Night,False,6.5,327,new york;father son relationship;nightclub;gangster
,,,,,,,,,,,,,,2007-05-23,0,95,en;fr;de;fa,Released,,Persepolis,False,7.7,461,civil war;parent child relationship;1970s;puberty;totalitarian regime;cutting the cord;punk;bomb alarm;war;adult animation;punk band;woman director
,,,,,,,,,,,,,,2007-12-04,372234864,113,is;en;ru;fr,Released,There are worlds beyond our own - the compass will show the way.,The Golden Compass,False,5.8,1347,england;compass;experiment;lordship;uncle;polar bear;orphan;animal;based on young adult novel
,,,,,,,,,,,,,,2007-12-25,41797066,94,en,Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,False,4.9,758,predator;national guard;hybrid;alien;morgue;alien possession;triangle;infestation;xenomorph
,,,,,,,,,,,,,,1964-02-05,0,110,fr,Released,Look What They Call a Quiet Week in Rio!,That Man from Rio,False,7.1,32,spy;brazil;kidnapping;treasure hunt;artifact;farce;ancient
,,,,,,,,,,,,,,2008-04-10,65569869,109,en;tr,Released,Their city. Their rules. No prisoners.,Street Kings,False,6.3,369,police;los angeles
,,,,,,,,,,,,,,2008-04-18,127906624,104,en;zh,Released,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,False,6.3,476,tempel;shaolin;teenager;urination;staff;warrior;monkey king
,,,,,,,,,,,,,,2007-10-02,0,142,en;fr;es,Released,,Silent Light,False,7.1,27,mexico;village life;family's daily life;courtly life;peasant;mennonites;independent film;parallel world
,,,,,,,,,,,,,,1986-10-16,0,76,en;fi;sv,Released,,Shadows in Paradise,False,7.1,35,salesclerk;helsinki;garbage;independent film
,,,,,,,,,,,,,,2006-09-28,0,95,nl,Released,,Waiter,False,6.3,8,loss of lover;wife husband relationship;netherlands;lover (female);restaurant;lovers;relationship problems;little boy;author
,,,,,,,,,,,,,,2006-03-01,0,90,bs;sr,Released,,Grbavica: The Land of My Dreams,False,6.9,15,rape;depression;war crimes;sense of guilt;becoming an adult;suppressed past;sarajevo;bosnia and herzegovina;right and justice;mother daughter relationship;woman director
,,,,,,,,,,,,,,2007-10-01,173066,86,en,Released,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,False,5.9,107,parody;parallel world
,,,,,,,,,,,,,,2006-03-09,0,99,de,Released,,Tough Enough,False,7.2,14,individual;berlin;street gang;ex-boyfriend;blackmail;drug traffic;cocaine;neukölln;zehlendorf;drug dealer;move;neglect;drug mule;protection money;friendship;class;single;murder;youth gang;marijuana;police officer;unemployment
,,,,,,,,,,,,,,1988-04-30,0,43,en,Released,,Superstar: The Karen Carpenter Story,False,7.5,12,bulimia;barbie;the carpenters;anorexia
,,,,,,,,,,,,,,1966-05-20,0,87,en,Released,Carry On Screaming with the Hilarious CARRY ON Gang!!,Carry On Screaming,False,7.0,33,monster;mannequin;mummy;carry on;horror spoof;policeman;drag;man dressed as woman;edwardian england;toilet attendant;hen pecked husband
,,,,,,,,,,,,,,2008-01-13,132900000,116,fr;pt,Released,,Asterix at the Olympic Games,False,5.0,486,competition;greece;colosseum;olympic games;emperor;magic;horse;roman;wild boar;governance;galier
,,,,,,,,,,,,,,1960-03-01,0,73,en,Released,The One-Man War Against The Comancheros!,Comanche Station,False,6.2,24,native american;comanche
,,,,,,,,,,,,,,1958-06-24,0,104,en,Released,Profound and astounding,The Goddess,False,0.0,1,southern usa;diva;mother daughter relationship;spectacle
,,,,,,,,,,,,,,2008-01-01,0,111,en,Released,,The Garden of Eden,False,4.2,3,
,,,,,,,,,,,,,,1896-01-25,0,1,xx,Released,,The Arrival of a Train at La Ciotat,False,6.9,87,france;train station;cinema;beginning;film and cinema;train
,,,,,,,,,,,,,,1967-06-20,0,97,en,Released,Wild waves and wilder women ... in a tidal wave of comedy!,Don't Make Waves,False,6.4,8,holiday;california;beach;erotic movie;tiki culture
,,,,,,,,,,,,,,1965-08-08,0,93,ja,Released,,Frankenstein Conquers the World,False,5.8,9,monster;radiation;octopus;frankenstein;giant monster;scientist;kaiju;frankenstein's monster;baragon
,,,,,,,,,,,,,,2003-07-31,0,105,sv,Released,,Miffo,False,4.0,5,sweden;new love
,,,,,,,,,,,,,,1979-08-17,0,108,en;de;es,Released,,The Prisoner of Zenda,False,5.7,14,kidnapping;kingdom;heir to the throne;sword fight;royalty;identity swap
,,,,,,,,,,,,,,2007-02-13,0,90,de,Released,,The Red Elvis,False,8.0,1,patriotism;german democratic republic;socialism;pop star;civil rights activist;war on freedom;tour;marxism;music;concert;trade union;music festival;revolt;emigrant
,,,,,,,,,,,,,,2005-09-30,0,91,es,Released,,Torrente 3 The Protector,False,5.5,37,detective
,,,,,,,,,,,,,,1996-11-17,0,173,en,Released,,Titanic,False,6.3,45,shipwreck;ship;titanic;ocean liner;disaster
,,,,,,,,,,,,,,2000-10-17,0,86,en,Released,,Shriek If You Know What I Did Last Friday the Thirteenth,False,4.8,70,parody;murder;student;slasher;scream;university
,,,,,,,,,,,,,,1985-07-19,0,92,en,Released,More fun than you can shake your stick at!,Loose Screws,False,5.3,14,sex;nudity;cheerleader;bikini;sequel;voyeur;canuxploitation
,,,,,,,,,,,,,,1979-09-01,0,87,en,Released,Take them away for a weekend… then try and let them go!,Cheerleaders' Wild Weekend,False,2.7,3,kidnapping;cheerleader;spors
,,,,,,,,,,,,,,2011-09-09,18050000,139,hi;en,Released,,Mere Brother Ki Dulhan,False,6.5,19,new delhi india;himachal pradesh india;punjab;punjab india
,,,,,,,,,,,,,,1955-12-22,0,102,de,Released,,Sissi,False,7.3,109,love at first sight;sister sister relationship;wife husband relationship;marriage proposal;attachment to nature;love of one's life;anonymity;bavaria;emperor;mistake in person;love of animals;ball;horseback riding;telegram;bad mother-in-law;chase;schloss schönbrunn;wedding;austria-hungary;vienna
,,,,,,,,,,,,,,2008-03-07,0,80,es,Released,When sexual fantasies come true.,Don't Look Down,False,5.6,11,sex;eroticism
,,,,,,,,,,,,,,1933-10-26,0,72,de,Released,,The Tunnel,False,6.5,2,usa;europe
,,,,,,,,,,,,,,2006-02-10,0,88,de,Released,,Windows on Monday,False,0.0,0,
,,,,,,,,,,,,,,2000-01-27,0,86,nl,Released,,"André Hazes, Zij Gelooft in Mij",False,6.7,3,music style;music
,,,,,,,,,,,,,,2012-08-29,0,120,en,Released,,Confession of a Child of the Century,False,4.9,6,woman director
,,,,,,,,,,,,,,2006-09-19,32788,107,en,Released,,Local Color,False,6.1,8,independent film
,,,,,,,,,,,,,,1996-03-01,0,95,en,Released,To Jimmy Life Was Just A Gamble...Until The Game Became His Life!,When Saturday Comes,False,5.3,13,hero;sport;soccer;woman director
,,,,,,,,,,,,,,2007-01-30,0,8,en,Released,,Boat,False,7.6,9,
,,,,,,,,,,,,,,2000-01-13,0,198,en,Released,,Longitude,False,7.3,12,
,,,,,,,,,,,,,,2004-06-15,0,34,en,Released,,The Chronicles of Riddick: Dark Fury,False,5.9,157,space marine;mercenary;danger of life;dystopia
